PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Is_Married,Title_Dr/Military/Noble/Clergy,Title_Master,Title_Miss/Mrs/Ms,Title_Mr,Ticket_Frequency,Embarked_C,Embarked_Q,Embarked_S,Deck_ABC,Deck_DE,Deck_FG,Deck_M,Family Size,Family_Size_Grouped
298,0,1,1,0,1,2,12,0,0,0,1,0,4,0,0,1,1,0,0,0,4,3
299,1,1,0,7,0,0,9,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0
300,1,1,1,9,0,1,12,1,0,0,1,0,2,1,0,0,1,0,0,0,2,3
301,1,3,1,2,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0
302,1,3,0,3,2,0,7,0,0,0,0,1,2,0,1,0,0,0,0,1,3,3
303,0,3,0,1,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,1,1,0
304,1,2,1,5,0,0,5,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
305,0,3,0,3,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
306,1,1,0,0,1,2,12,0,0,1,0,0,4,0,0,1,1,0,0,0,4,3
307,1,1,1,7,0,0,12,0,0,0,1,0,4,1,0,0,0,0,0,1,1,0
308,1,1,1,1,1,0,12,1,0,0,1,0,2,1,0,0,1,0,0,0,2,3
309,0,2,0,5,1,0,7,0,0,0,0,1,2,1,0,0,0,0,0,1,2,3
310,1,1,1,5,0,0,11,0,0,0,1,0,2,1,0,0,0,1,0,0,1,0
311,1,1,1,3,0,0,11,0,0,0,1,0,2,1,0,0,1,0,0,0,1,0
312,1,1,1,1,2,2,12,0,0,0,1,0,2,1,0,0,1,0,0,0,5,2
313,0,2,1,4,1,1,8,1,0,0,1,0,1,0,0,1,0,0,0,1,3,3
314,0,3,0,5,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
315,0,2,0,8,1,1,8,0,0,0,0,1,3,0,0,1,0,0,0,1,3,3
316,1,3,1,4,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
317,1,2,1,3,1,0,8,1,0,0,1,0,2,0,0,1,0,0,0,1,2,3
318,0,2,0,9,0,0,6,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0
319,1,1,1,6,0,2,12,0,0,0,1,0,2,0,0,1,1,0,0,0,3,3
320,1,1,1,7,1,1,12,1,0,0,1,0,2,1,0,0,0,1,0,0,3,3
321,0,3,0,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
322,0,3,0,5,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
323,1,2,1,5,0,0,5,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0
324,1,2,1,2,1,1,9,1,0,0,1,0,2,0,0,1,0,0,0,1,3,3
325,0,3,0,3,8,2,11,0,0,0,0,1,7,0,0,1,0,0,0,1,11,1
326,1,1,1,7,0,0,12,0,0,0,1,0,3,1,0,0,1,0,0,0,1,0
327,0,3,0,9,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
328,1,2,1,7,0,0,5,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0
329,1,3,1,6,1,1,7,1,0,0,1,0,3,0,0,1,0,0,0,1,3,3
330,1,1,1,0,0,1,11,0,0,0,1,0,2,1,0,0,1,0,0,0,2,3
331,1,3,1,2,2,0,7,0,0,0,1,0,2,0,1,0,0,0,0,1,3,3
332,0,1,0,8,0,0,9,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0
333,0,1,0,7,0,1,12,0,0,0,0,1,3,0,0,1,1,0,0,0,2,3
334,0,3,0,0,2,0,7,0,0,0,0,1,2,0,0,1,0,0,0,1,3,3
335,1,1,1,7,1,0,12,1,0,0,1,0,2,0,0,1,0,0,0,1,2,3
336,0,3,0,3,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
337,0,1,0,5,1,0,11,0,0,0,0,1,2,0,0,1,1,0,0,0,2,3
338,1,1,1,8,0,0,12,0,0,0,1,0,2,1,0,0,0,1,0,0,1,0
339,1,3,0,8,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
340,0,1,0,8,0,0,10,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0
341,1,2,0,0,1,1,8,0,0,1,0,0,3,0,0,1,0,0,1,0,3,3
342,1,1,1,3,3,2,12,0,0,0,1,0,4,0,0,1,1,0,0,0,6,2
343,0,2,0,5,0,0,5,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
344,0,2,0,3,0,0,5,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
345,0,2,0,7,0,0,5,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
346,1,2,1,3,0,0,5,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
347,1,2,1,7,0,0,5,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
348,1,3,1,2,1,0,7,1,0,0,1,0,1,0,0,1,0,0,0,1,2,3
349,1,3,0,0,1,1,7,0,0,1,0,0,2,0,0,1,0,0,0,1,3,3
350,0,3,0,8,0,0,4,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
351,0,3,0,3,0,0,4,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
352,0,1,0,7,0,0,10,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0
353,0,3,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,3,3
354,0,3,0,3,1,0,7,0,0,0,0,1,2,0,0,1,0,0,0,1,2,3
355,0,3,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
356,0,3,0,5,0,0,4,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
357,1,1,1,2,0,1,10,0,0,0,1,0,2,0,0,1,0,1,0,0,2,3
358,0,2,1,7,0,0,5,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
359,1,3,1,2,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0
360,1,3,1,2,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0
361,0,3,0,7,1,4,9,0,0,0,0,1,6,0,0,1,0,0,0,1,6,2
362,0,2,0,5,1,0,9,0,0,0,0,1,1,1,0,0,0,0,0,1,2,3
363,0,3,1,8,0,1,6,1,0,0,1,0,2,1,0,0,0,0,0,1,2,3
364,0,3,0,7,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
365,0,3,0,3,1,0,6,0,0,0,0,1,2,0,1,0,0,0,0,1,2,3
366,0,3,0,5,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
367,1,1,1,9,1,0,11,1,0,0,1,0,1,1,0,0,0,1,0,0,2,3
368,1,3,1,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0
369,1,3,1,2,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0
370,1,1,1,3,0,0,11,0,0,0,1,0,2,1,0,0,1,0,0,0,1,0
371,1,1,0,3,1,0,10,0,0,0,0,1,1,1,0,0,0,1,0,0,2,3
372,0,3,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,2,3
373,0,3,0,1,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
374,0,1,0,2,0,0,12,0,0,0,0,1,3,1,0,0,0,0,0,1,1,0
375,0,3,1,0,3,1,7,0,0,0,1,0,4,0,0,1,0,0,0,1,5,2
376,1,1,1,7,1,0,11,1,0,0,1,0,2,1,0,0,0,0,0,1,2,3
377,1,3,1,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
378,0,1,0,5,0,2,12,0,0,0,0,1,1,1,0,0,1,0,0,0,3,3
379,0,3,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
380,0,3,0,1,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
381,1,1,1,8,0,0,12,0,0,0,1,0,4,1,0,0,0,0,0,1,1,0
382,1,3,1,0,0,2,6,0,0,0,1,0,2,1,0,0,0,0,0,1,3,3
383,0,3,0,6,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
384,1,1,1,7,1,0,10,1,0,0,1,0,2,0,0,1,0,0,0,1,2,3
385,0,3,0,3,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
386,0,2,0,1,0,0,11,0,0,0,0,1,5,0,0,1,0,0,0,1,1,0
387,0,3,0,0,5,2,10,0,0,1,0,0,6,0,0,1,0,0,0,1,8,1
388,1,2,1,7,0,0,5,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
389,0,3,0,3,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
390,1,2,1,1,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0
391,1,1,0,7,1,2,12,0,0,0,0,1,4,0,0,1,1,0,0,0,4,3
392,1,3,0,2,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
393,0,3,0,5,2,0,3,0,0,0,0,1,1,0,0,1,0,0,0,1,3,3
394,1,1,1,3,1,0,12,0,0,0,1,0,3,1,0,0,0,1,0,0,2,3
395,1,3,1,3,0,2,7,1,0,0,1,0,2,0,0,1,0,0,1,0,3,3
396,0,3,0,2,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
397,0,3,1,6,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
398,0,2,0,8,0,0,8,0,0,0,0,1,2,0,0,1,0,0,0,1,1,0
399,0,2,0,3,0,0,4,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0
400,1,2,1,5,0,0,5,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0
401,1,3,0,7,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
402,0,3,0,4,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
403,0,3,1,2,1,0,4,0,0,0,1,0,1,0,0,1,0,0,0,1,2,3
404,0,3,0,5,1,0,6,0,0,0,0,1,2,0,0,1,0,0,0,1,2,3
405,0,3,1,1,0,0,4,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
406,0,2,0,6,1,0,7,0,0,0,0,1,1,0,0,1,0,0,0,1,2,3
407,0,3,0,9,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
408,1,2,0,0,1,1,7,0,0,1,0,0,3,0,0,1,0,0,0,1,3,3
409,0,3,0,2,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
410,0,3,1,2,3,1,8,0,0,0,1,0,4,0,0,1,0,0,0,1,5,2
411,0,3,0,3,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
412,0,3,0,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
413,1,1,1,6,1,0,12,0,0,0,1,0,2,0,1,0,1,0,0,0,2,3
414,0,2,0,5,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,1,0
415,1,3,0,8,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
416,0,3,1,2,0,0,3,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0
417,1,2,1,6,1,1,9,1,0,0,1,0,1,0,0,1,0,0,0,1,3,3
418,1,2,1,1,0,2,5,0,0,0,1,0,1,0,0,1,0,0,0,1,3,3
419,0,2,0,5,0,0,5,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
420,0,3,1,0,0,2,8,0,0,0,1,0,3,0,0,1,0,0,0,1,3,3
421,0,3,0,3,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
422,0,3,0,2,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
423,0,3,0,5,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
424,0,3,1,5,1,1,6,1,0,0,1,0,2,0,0,1,0,0,0,1,3,3
425,0,3,0,1,1,1,7,0,0,0,0,1,2,0,0,1,0,0,0,1,3,3
426,0,3,0,3,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
427,1,2,1,5,1,0,8,1,0,0,1,0,1,0,0,1,0,0,0,1,2,3
428,1,2,1,1,0,0,8,0,0,0,1,0,2,0,0,1,0,0,0,1,1,0
429,0,3,0,3,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
430,1,3,0,6,0,0,3,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
431,1,1,0,5,0,0,8,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0
432,1,3,1,2,1,0,7,1,0,0,1,0,2,0,0,1,0,0,0,1,2,3
433,1,2,1,8,1,0,8,1,0,0,1,0,1,0,0,1,0,0,0,1,2,3
434,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
435,0,1,0,9,1,0,10,0,0,0,0,1,2,0,0,1,0,1,0,0,2,3
436,1,1,1,0,1,2,12,0,0,0,1,0,4,0,0,1,1,0,0,0,4,3
437,0,3,1,2,2,2,10,0,0,0,1,0,4,0,0,1,0,0,0,1,5,2
438,1,2,1,3,2,3,7,1,0,0,1,0,3,0,0,1,0,0,0,1,6,2
439,0,1,0,9,1,4,12,0,0,0,0,1,4,0,0,1,1,0,0,0,6,2
440,0,2,0,6,0,0,4,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
441,1,2,1,8,1,1,8,1,0,0,1,0,3,0,0,1,0,0,0,1,3,3
442,0,3,0,1,0,0,4,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
443,0,3,0,3,1,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,2,3
444,1,2,1,5,0,0,5,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
445,1,3,0,3,0,0,4,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
446,1,1,0,0,0,2,11,0,0,1,0,0,1,0,0,1,1,0,0,0,3,3
447,1,2,1,0,0,1,7,0,0,0,1,0,2,0,0,1,0,0,0,1,2,3
448,1,1,0,6,0,0,8,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
449,1,3,1,0,2,1,7,0,0,0,1,0,4,1,0,0,0,0,0,1,4,3
450,1,1,0,9,0,0,9,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
451,0,2,0,7,1,2,9,0,0,0,0,1,3,0,0,1,0,0,0,1,4,3
452,0,3,0,3,1,0,7,0,0,0,0,1,1,0,0,1,0,0,0,1,2,3
453,0,1,0,5,0,0,9,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0
454,1,1,0,9,1,0,12,0,0,0,0,1,2,1,0,0,1,0,0,0,2,3
455,0,3,0,3,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
456,1,3,0,5,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
457,0,1,0,9,0,0,8,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
458,1,1,1,7,1,0,10,1,0,0,1,0,1,0,0,1,0,1,0,0,2,3
459,1,2,1,9,0,0,4,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
460,0,3,0,3,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
461,1,1,0,9,0,0,8,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
462,0,3,0,6,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
463,0,1,0,8,0,0,10,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
464,0,2,0,9,0,0,5,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
465,0,3,0,3,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
466,0,3,0,7,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
467,0,2,0,5,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,1,0
468,0,1,0,9,0,0,8,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
469,0,3,0,3,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
470,1,3,1,0,2,1,7,0,0,0,1,0,4,1,0,0,0,0,0,1,4,3
471,0,3,0,3,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
472,0,3,0,7,0,0,4,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
473,1,2,1,6,1,2,9,1,0,0,1,0,3,0,0,1,0,0,0,1,4,3
474,1,2,1,3,0,0,6,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0
475,0,3,1,2,0,0,4,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
476,0,1,0,7,0,0,10,0,0,0,0,1,2,0,0,1,1,0,0,0,1,0
477,0,2,0,6,1,0,7,0,0,0,0,1,2,0,0,1,0,0,0,1,2,3
478,0,3,0,5,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,2,3
479,0,3,0,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
480,1,3,1,0,0,1,5,0,0,0,1,0,1,0,0,1,0,0,0,1,2,3
481,0,3,0,0,5,2,10,0,0,1,0,0,6,0,0,1,0,0,0,1,8,1
482,0,2,0,5,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
483,0,3,0,9,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
484,1,3,1,9,0,0,4,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0
485,1,1,0,3,1,0,12,0,0,0,0,1,2,1,0,0,1,0,0,0,2,3
486,0,3,1,2,3,1,8,0,0,0,1,0,4,0,0,1,0,0,0,1,5,2
487,1,1,1,7,1,0,12,1,0,0,1,0,2,0,0,1,1,0,0,0,2,3
488,0,1,0,9,0,0,9,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0
489,0,3,0,5,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
490,1,3,0,0,1,1,7,0,0,1,0,0,2,0,0,1,0,0,0,1,3,3
491,0,3,0,3,1,0,7,0,0,0,0,1,1,0,0,1,0,0,0,1,2,3
492,0,3,0,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
493,0,1,0,9,0,0,9,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0
494,0,1,0,9,0,0,10,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
495,0,3,0,2,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
496,0,3,0,3,0,0,6,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0
497,1,1,1,9,1,0,11,0,0,0,1,0,2,1,0,0,0,1,0,0,2,3
498,0,3,0,3,0,0,6,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
499,0,1,1,3,1,2,12,1,0,0,1,0,4,0,0,1,1,0,0,0,4,3
500,0,3,0,3,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
501,0,3,0,1,0,0,4,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
502,0,3,1,2,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0
503,0,3,1,2,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0
504,0,3,1,7,0,0,4,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
505,1,1,1,0,0,0,12,0,0,0,1,0,3,0,0,1,1,0,0,0,1,0
506,0,1,0,1,1,0,12,0,0,0,0,1,2,1,0,0,1,0,0,0,2,3
507,1,2,1,6,0,2,8,1,0,0,1,0,2,0,0,1,0,0,0,1,3,3
508,1,1,0,7,0,0,8,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
509,0,3,0,5,0,0,7,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
510,1,3,0,4,0,0,11,0,0,0,0,1,7,0,0,1,0,0,0,1,1,0
511,1,3,0,5,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
512,0,3,0,3,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
513,1,1,0,7,0,0,8,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
514,1,1,1,9,1,0,11,1,0,0,1,0,1,1,0,0,0,0,0,1,2,3
515,0,3,0,3,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
516,0,1,0,8,0,0,10,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
517,1,2,1,6,0,0,4,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0
518,0,3,0,3,0,0,8,0,0,0,0,1,3,0,1,0,0,0,0,1,1,0
519,1,2,1,7,1,0,8,1,0,0,1,0,1,0,0,1,0,0,0,1,2,3
520,0,3,0,6,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
521,1,1,1,5,0,0,12,0,0,0,1,0,2,0,0,1,1,0,0,0,1,0
522,0,3,0,2,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
523,0,3,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
524,1,1,1,8,0,1,11,1,0,0,1,0,2,1,0,0,1,0,0,0,2,3
525,0,3,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
526,0,3,0,8,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
527,1,2,1,9,0,0,4,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
528,0,1,0,7,0,0,12,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0
529,0,3,0,7,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
530,0,2,0,3,2,1,5,0,0,0,0,1,1,0,0,1,0,0,0,1,4,3
531,1,2,1,0,1,1,8,0,0,0,1,0,2,0,0,1,0,0,0,1,3,3
532,0,3,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
533,0,3,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,3,3
534,1,3,1,2,0,2,7,1,0,0,1,0,2,1,0,0,0,0,0,1,3,3
535,0,3,1,5,0,0,4,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
536,1,2,1,0,0,2,8,0,0,0,1,0,3,0,0,1,0,0,0,1,3,3
537,0,1,0,8,0,0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
538,1,1,1,5,0,0,12,0,0,0,1,0,2,1,0,0,0,0,0,1,1,0
539,0,3,0,3,0,0,6,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
540,1,1,1,2,0,2,10,0,0,0,1,0,1,1,0,0,1,0,0,0,3,3
541,1,1,1,7,0,2,11,0,0,0,1,0,2,0,0,1,1,0,0,0,3,3
542,0,3,1,0,4,2,9,0,0,0,1,0,7,0,0,1,0,0,0,1,7,1
543,0,3,1,0,4,2,9,0,0,0,1,0,7,0,0,1,0,0,0,1,7,1
544,1,2,0,6,1,0,8,0,0,0,0,1,2,0,0,1,0,0,0,1,2,3
545,0,1,0,9,1,0,12,0,0,0,0,1,2,1,0,0,1,0,0,0,2,3
546,0,1,0,9,0,0,8,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
547,1,2,1,1,1,0,8,1,0,0,1,0,2,0,0,1,0,0,0,1,2,3
548,1,2,0,5,0,0,6,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
549,0,3,0,6,1,1,7,0,0,0,0,1,3,0,0,1,0,0,0,1,3,3
550,1,2,0,0,1,1,10,0,0,1,0,0,2,0,0,1,0,0,0,1,3,3
551,1,1,0,1,0,2,12,0,0,0,0,1,4,1,0,0,1,0,0,0,3,3
552,0,2,0,5,0,0,8,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
553,0,3,0,3,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
554,1,3,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
555,1,3,1,2,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
556,0,1,0,9,0,0,8,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
557,1,1,1,9,1,0,10,0,0,0,1,0,1,1,0,0,1,0,0,0,2,3
558,0,1,0,7,0,0,12,0,0,0,0,1,4,1,0,0,0,0,0,1,1,0
559,1,1,1,7,1,1,11,1,0,0,1,0,3,0,0,1,0,1,0,0,3,3
560,1,3,1,7,1,0,7,1,0,0,1,0,1,0,0,1,0,0,0,1,2,3
561,0,3,0,3,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
562,0,3,0,7,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
563,0,2,0,5,0,0,6,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
564,0,3,0,3,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
565,0,3,1,2,0,0,3,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
566,0,3,0,3,2,0,8,0,0,0,0,1,2,0,0,1,0,0,0,1,3,3
567,0,3,0,1,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
568,0,3,1,5,0,4,7,1,0,0,1,0,4,0,0,1,0,0,0,1,5,2
569,0,3,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
570,1,3,0,6,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
571,1,2,0,9,0,0,4,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
572,1,1,1,9,2,0,10,1,0,0,1,0,1,0,0,1,1,0,0,0,3,3
573,1,1,0,7,0,0,8,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
574,1,3,1,2,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0
575,0,3,0,0,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
576,0,3,0,1,0,0,6,0,0,0,0,1,2,0,0,1,0,0,0,1,1,0
577,1,2,1,6,0,0,5,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
578,1,1,1,7,1,0,10,1,0,0,1,0,2,0,0,1,0,1,0,0,2,3
579,0,3,1,2,1,0,6,1,0,0,1,0,1,1,0,0,0,0,0,1,2,3
580,1,3,0,6,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
581,1,2,1,3,1,1,9,0,0,0,1,0,1,0,0,1,0,0,0,1,3,3
582,1,1,1,7,1,1,12,1,0,0,1,0,4,1,0,0,1,0,0,0,3,3
583,0,2,0,9,0,0,8,0,0,0,0,1,2,0,0,1,0,0,0,1,1,0
584,0,1,0,7,0,0,10,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0
585,0,3,0,3,0,0,4,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
586,1,1,1,1,0,2,11,0,0,0,1,0,3,0,0,1,0,1,0,0,3,3
587,0,2,0,8,0,0,6,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
588,1,1,0,9,1,1,11,0,0,0,0,1,1,1,0,0,1,0,0,0,3,3
589,0,3,0,2,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
590,0,3,0,3,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
591,0,3,0,7,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
592,1,1,1,9,1,0,11,1,0,0,1,0,2,1,0,0,0,1,0,0,2,3
593,0,3,0,8,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
594,0,3,1,2,0,2,1,0,0,0,1,0,1,0,1,0,0,0,0,1,3,3
595,0,2,0,7,1,0,8,0,0,0,0,1,1,0,0,1,0,0,0,1,2,3
596,0,3,0,7,1,1,8,0,0,0,0,1,3,0,0,1,0,0,0,1,3,3
597,1,2,1,5,0,0,9,0,0,0,1,0,3,0,0,1,0,0,0,1,1,0
