PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Is_Married,Title_Dr/Military/Noble/Clergy,Title_Master,Title_Miss/Mrs/Ms,Title_Mr,Ticket_Frequency,Embarked_C,Embarked_Q,Embarked_S,Deck_ABC,Deck_DE,Deck_FG,Deck_M,Family Size,Family_Size_Grouped
1198,1,0,6,1,2,12,0,0,0,0,1,2,0,0,1,1,0,0,0,4,3
1199,3,0,0,0,1,4,0,0,1,0,0,1,0,0,1,0,0,0,1,2,3
1200,1,0,9,1,1,12,0,0,0,0,1,2,0,0,1,1,0,0,0,3,3
1201,3,1,8,1,0,6,1,0,0,1,0,1,0,0,1,0,0,0,1,2,3
1202,3,0,0,0,0,4,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
1203,3,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
1204,3,0,3,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
1205,3,1,7,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0
1206,1,1,9,0,0,12,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0
1207,3,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0
1208,1,0,9,1,0,12,0,0,0,0,1,1,1,0,0,1,0,0,0,2,3
1209,2,0,1,0,0,4,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
1210,3,0,5,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
1211,2,0,2,2,0,9,0,0,0,0,1,3,0,0,1,0,0,0,1,3,3
1212,3,0,5,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
1213,3,0,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0
1214,2,0,5,0,0,5,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0
1215,1,0,6,0,0,8,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
1216,1,1,7,0,0,12,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
1217,3,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
1218,2,1,0,2,1,10,0,0,0,1,0,2,0,0,1,0,0,1,0,4,3
1219,1,0,8,0,0,11,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
1220,2,0,6,1,0,8,0,0,0,0,1,1,0,0,1,0,0,0,1,2,3
1221,2,0,1,0,0,5,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
1222,2,1,8,0,2,10,1,0,0,1,0,2,0,0,1,0,0,0,1,3,3
1223,1,0,7,0,0,9,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0
1224,3,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
1225,3,1,1,1,1,7,1,0,0,1,0,1,1,0,0,0,0,0,1,3,3
1226,3,0,5,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
1227,1,0,6,0,0,8,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0
1228,2,0,6,0,0,5,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
1229,3,0,7,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,1,3,3
1230,2,0,4,0,0,9,0,0,0,0,1,3,0,0,1,0,0,0,1,1,0
1231,3,0,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0
1232,2,0,0,0,0,4,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
1233,3,0,6,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
1234,3,0,3,1,9,11,0,0,0,0,1,4,0,0,1,0,0,0,1,11,1
1235,1,1,9,0,1,12,1,0,0,1,0,1,1,0,0,1,0,0,0,2,3
1236,3,0,3,1,1,6,0,0,1,0,0,2,0,0,1,0,0,0,1,3,3
1237,3,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
1238,2,0,5,0,0,5,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
1239,3,1,7,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0
1240,2,0,3,0,0,6,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
1241,2,1,6,0,0,7,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
1242,1,1,8,0,1,11,1,0,0,1,0,1,1,0,0,0,1,0,0,2,3
1243,2,0,4,0,0,4,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
1244,2,0,0,0,0,11,0,0,0,0,1,2,0,0,1,0,0,0,1,1,0
1245,2,0,9,1,2,11,0,0,0,0,1,3,0,0,1,0,0,0,1,4,3
1246,3,1,0,1,2,7,0,0,0,1,0,2,0,0,1,0,0,0,1,4,3
1247,1,0,9,0,0,8,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
1248,1,1,9,2,0,10,1,0,0,1,0,1,0,0,1,1,0,0,0,3,3
1249,3,0,3,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
1250,3,0,3,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
1251,3,1,6,1,0,7,1,0,0,1,0,1,0,0,1,0,0,0,1,2,3
1252,3,0,0,8,2,11,0,0,1,0,0,4,0,0,1,0,0,0,1,11,1
1253,2,1,3,1,1,10,1,0,0,1,0,1,1,0,0,0,0,0,1,3,3
1254,2,1,6,0,0,7,1,0,0,1,0,2,0,0,1,0,0,0,1,1,0
1255,3,0,5,0,0,4,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
1256,1,1,4,1,0,10,1,0,0,1,0,1,1,0,0,0,1,0,0,2,3
1257,3,1,2,1,9,11,1,0,0,1,0,4,0,0,1,0,0,0,1,11,1
1258,3,0,3,1,0,6,0,0,0,0,1,1,1,0,0,0,0,0,1,2,3
1259,3,1,2,0,0,10,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
1260,1,1,8,0,1,10,1,0,0,1,0,2,1,0,0,0,0,0,1,2,3
1261,2,0,6,0,0,6,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
1262,2,0,1,1,0,5,0,0,0,0,1,1,0,0,1,0,0,0,1,2,3
1263,1,1,6,0,0,12,0,0,0,1,0,3,1,0,0,0,1,0,0,1,0
1264,1,0,9,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0
1265,2,0,8,0,0,5,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
1266,1,1,9,1,1,11,1,0,0,1,0,2,0,0,1,1,0,0,0,3,3
1267,1,1,8,0,0,12,0,0,0,1,0,5,1,0,0,0,0,0,1,1,0
1268,3,1,2,2,0,4,0,0,0,1,0,1,0,0,1,0,0,0,1,3,3
1269,2,0,1,0,0,5,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
1270,1,0,9,0,0,10,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0
1271,3,0,0,4,2,9,0,0,1,0,0,3,0,0,1,0,0,0,1,7,1
1272,3,0,3,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
1273,3,0,5,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
1274,3,1,2,0,0,6,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0
1275,3,1,1,1,0,7,1,0,0,1,0,1,0,0,1,0,0,0,1,2,3
1276,2,0,5,0,0,5,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
1277,2,1,3,1,2,11,0,0,0,1,0,3,0,0,1,0,0,0,1,4,3
1278,3,0,3,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
1279,2,0,9,0,0,5,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
1280,3,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
1281,3,0,0,3,1,7,0,0,1,0,0,1,0,0,1,0,0,0,1,5,2
1282,1,0,2,0,0,12,0,0,0,0,1,2,0,0,1,1,0,0,0,1,0
1283,1,1,9,0,1,10,1,0,0,1,0,1,0,0,1,0,1,0,0,2,3
1284,3,0,0,0,2,7,0,0,1,0,0,1,0,0,1,0,0,0,1,3,3
1285,2,0,8,0,0,4,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
1286,3,0,6,3,1,7,0,0,0,0,1,2,0,0,1,0,0,0,1,5,2
1287,1,1,0,1,0,11,1,0,0,1,0,2,0,0,1,1,0,0,0,2,3
1288,3,0,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
1289,1,1,8,1,1,11,1,0,0,1,0,1,1,0,0,1,0,0,0,3,3
1290,3,0,2,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
1291,3,0,6,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
1292,1,1,6,0,0,12,0,0,0,1,0,2,0,0,1,1,0,0,0,1,0
1293,2,0,7,1,0,7,0,0,0,0,1,1,0,0,1,0,0,0,1,2,3
1294,1,1,2,0,1,10,0,0,0,1,0,2,1,0,0,0,0,0,1,2,3
1295,1,0,0,0,0,10,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
1296,1,0,8,1,0,9,0,0,0,0,1,1,1,0,0,0,1,0,0,2,3
1297,2,0,1,0,0,6,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0
1298,2,0,2,1,0,4,0,0,0,0,1,1,0,0,1,0,0,0,1,2,3
1299,1,0,9,1,1,12,0,0,0,0,1,4,1,0,0,1,0,0,0,3,3
1300,3,1,2,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0
1301,3,1,0,1,1,6,0,0,0,1,0,3,0,0,1,0,0,0,1,3,3
1302,3,1,2,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0
1303,1,1,7,1,0,11,1,0,0,1,0,1,0,1,0,1,0,0,0,2,3
1304,3,1,5,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
1305,3,0,3,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
1306,1,1,7,0,0,12,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
1307,3,0,7,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
1308,3,0,3,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
1309,3,0,3,1,1,7,0,0,1,0,0,1,1,0,0,0,0,0,1,3,3
